

Mois,Nombre de postes de travail sous Windows 10 non mis à jour,Nombre de postes de travail sous Windows 10 à jour,Nombre de postes W10 1803,Nombre de postes W10 1803 non mis à jour,Nombre de postes W10 1809,Nombre de postes W10 1809 non mis à jour,Nombre de postes W10 1909,Nombre de postes W10 1909 non mis à jour
12/01/20,733,0,172,172,215,215,346,346
01/01/21,166,567,172,16,215,73,346,77
02/01/21,125,610,171,31,212,36,352,58
03/01/21,146,638,168,20,201,32,415,94
04/01/21,807,0,166,166,186,186,455,455
05/01/21,442,554,160,104,176,43,660,295
06/01/21,224,1056,158,19,171,11,951,194
07/01/21,806,708,146,16,157,8,1211,782
08/01/21,806,708,146,16,157,8,1211,782
09/01/21,1112,465,140,18,152,9,1285,1085
10/01/21,536,1098,48,7,122,6,1464,523
11/01/21,26,1665,33,4,46,10,1612,12
12/01/21,26,1665,33,4,46,10,1612,12
01/01/22,342,1296,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,
